,word,width,height,left_distance,bottom_distance,right_distance,top_distance,fontname,fontsize,label
1369,transactions,45.21098136,7.649999531,218.8076955,589.4999754,264.0186768,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1370,such,16.96817857,7.649999531,265.8251381,589.4999754,282.7933167,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1371,as,7.637500331,7.649999531,284.5980484,589.4999754,292.2355488,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1372,"sales,",19.57434687,7.649999531,294.0420101,589.4999754,313.616357,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1373,"returns,",28.48654745,7.649999531,315.4249743,589.4999754,343.9115217,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1374,and,13.49517951,7.649999531,345.720139,589.4999754,359.2153186,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1375,exchanges,37.84843657,7.649999531,361.0206831,589.4999754,398.8691197,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1376,according,35.28585342,7.649999531,400.675581,589.4999754,435.9614345,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1377,to,7.175956216,7.649999531,437.7667964,589.4999754,444.9427526,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1378,company,33.37578425,7.649999531,446.7482566,589.4999754,480.1240408,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1379,policy.,23.03435338,7.649999531,481.9295448,589.4999754,504.9638982,581.8499759,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1380,•Worked,33.04396484,7.649999531,38.92968588,602.9999749,71.97365072,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1381,with,16.62075879,7.649999531,73.7790039,602.9999749,90.39976269,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1382,team,18.21684419,7.649999531,92.20449441,602.9999749,110.4213386,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1383,members,34.36096424,7.649999531,112.2230482,602.9999749,146.5840125,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1384,to,7.175979091,7.649999531,148.3904738,602.9999749,155.5664529,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1385,meet,18.41407752,7.649999531,157.3719683,602.9999749,175.7860458,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1386,a,3.985649915,7.649999531,177.5933573,602.9999749,181.5790072,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1387,target,21.45468097,7.649999531,183.3850288,602.9999749,204.8397097,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1388,and,13.49519091,7.649999531,206.6470212,602.9999749,220.1422121,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1389,enhance,30.47573896,7.649999531,221.9475653,602.9999749,252.4233043,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1390,overall,24.41100135,7.649999531,254.2294357,602.9999749,278.6404371,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1391,store,17.77653969,7.649999531,280.4484899,602.9999749,298.2250296,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1392,performance,46.61697744,7.649999531,300.0311611,602.9999749,346.6481385,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1393,on,9.388859411,7.649999531,348.45427,602.9999749,357.8431294,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1394,a,3.985649915,7.649999531,359.6479188,602.9999749,363.6335687,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1395,daily,17.55222228,7.649999531,365.4395903,602.9999749,382.9918126,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1396,basis,18.17029867,7.649999531,384.7973165,602.9999749,402.9676152,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1397,during,24.35244335,7.649999531,404.7740765,602.9999749,429.1265199,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1398,peak,17.45367867,7.649999531,430.9318361,602.9999749,448.3855148,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1399,season.,26.28621487,7.649999531,450.1905938,602.9999749,476.4768087,595.3499753,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1400,Service,32.59239131,8.999999625,39.67968585,625.4999739,72.27207716,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1401,&,6.871499989,8.999999625,74.40513305,625.4999739,81.27663304,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1402,Selling,30.96082191,8.999999625,83.4096989,625.4999739,114.3705208,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1403,Team,25.04486309,8.999999625,116.5035734,625.4999739,141.5484365,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1404,Member,37.64793257,8.999999625,143.6815164,625.4999739,181.329449,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1405,/,3.653999994,8.999999625,183.462494,625.4999739,187.1164939,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1406,Online,29.70038926,8.999999625,189.2495421,625.4999739,218.9499313,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1407,Fulfilment,47.33256342,8.999999625,221.0829872,625.4999739,268.4155507,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1408,Team,25.04485169,8.999999625,270.5485957,625.4999739,295.5934473,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1409,Member,37.64792102,8.999999625,297.7265502,625.4999739,335.3744712,616.4999743,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1410,MYER,23.45145311,7.649999531,39.67968585,638.2499734,63.13113896,630.5999739,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1411,June,16.94534345,7.649999531,412.2773303,636.7499735,429.2226738,629.0999739,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1412,2022,18.12522879,7.649999531,431.0285083,636.7499735,449.1537371,629.0999739,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1413,-,4.406399906,7.649999531,450.9591372,636.7499735,455.3655371,629.0999739,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1414,December,38.31077825,7.649999531,457.1710472,636.7499735,495.4818255,629.0999739,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1415,"2023,",20.01442188,8.3999995,497.2883666,636.7499735,517.3027885,628.349974,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1416,NORTHLAND,51.12507316,7.649999531,521.1913883,636.7499735,572.3164614,629.0999739,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1417,•Provided,37.32731644,7.649999531,38.92968588,652.4999728,76.25700232,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1418,personalised,45.9420278,7.649999531,78.0623555,652.4999728,124.0043833,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1419,service,25.33763955,7.649999531,125.8097365,652.4999728,151.147376,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1420,to,7.175979091,7.649999531,152.9535076,652.4999728,160.1294867,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1421,customers,37.60016851,7.649999531,161.9350021,652.4999728,199.5351706,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1422,in,7.379357119,7.649999531,201.3416319,652.4999728,208.720989,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1423,managing,36.88723663,7.649999531,210.5257899,652.4999728,247.4130265,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1424,a,3.985649915,7.649999531,249.2183656,652.4999728,253.2040155,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1425,variety,25.25036499,7.649999531,255.0100371,652.4999728,280.2604021,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1426,of,7.12063416,7.649999531,282.065906,652.4999728,289.1865402,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1427,product,28.15169461,7.649999531,290.9940139,652.4999728,319.1457085,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1428,enquiries,33.74206772,7.649999531,320.9530199,652.4999728,354.6950876,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1429,and,13.49520238,7.649999531,356.5015489,652.4999728,369.9967513,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1430,complaints,40.20948995,7.649999531,371.802093,652.4999728,412.011583,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1431,for,10.41057323,7.649999531,413.8180443,652.4999728,424.2286175,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1432,a,3.985649915,7.649999531,426.0354128,652.4999728,430.0210628,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1433,seamless,32.56165544,7.649999531,431.8270844,652.4999728,464.3887398,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1434,shopping,33.92624965,7.649999531,466.1952011,652.4999728,500.1214508,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1435,experience.,41.1821645,7.649999531,501.9268127,652.4999728,543.1089772,644.8499733,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1436,•Processed,41.34661869,7.649999531,38.92968588,666.7499722,80.27630457,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1437,over,15.84320926,7.649999531,82.08165775,666.7499722,97.92486701,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1438,200,14.15251496,7.649999531,99.73163944,666.7499722,113.8841544,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1439,online,22.9383514,7.649999531,115.6891201,666.7499722,138.6274715,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1440,orders,22.82681935,7.649999531,140.4336031,666.7499722,163.2604224,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1441,weekly,25.59792202,7.649999531,165.0668837,666.7499722,190.6648058,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1442,for,10.41058471,7.649999531,192.4703212,666.7499722,202.8809059,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1443,delivery,29.00568623,7.649999531,204.6876783,666.7499722,233.6933646,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1444,or,7.709687597,7.649999531,235.49888,666.7499722,243.2085676,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1445,in-store,28.73611111,7.649999531,245.01534,666.7499722,273.7514511,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1446,"pickup,",26.20924185,7.649999531,275.5575826,666.7499722,301.7668245,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1447,ensuring,32.29491745,7.649999531,303.5754418,666.7499722,335.8703592,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1448,accurate,30.15066947,7.649999531,337.6757212,666.7499722,367.8263907,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1449,"selection,",34.26347891,7.649999531,369.6325222,666.7499722,403.8960011,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1450,"packaging,",39.39011127,7.649999531,405.7046184,666.7499722,445.0947297,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1451,and,13.49517951,7.649999531,446.903347,666.7499722,460.3985265,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1452,preparation.,43.90160116,7.649999531,462.2038682,666.7499722,506.1054694,659.0999727,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1453,•Maintained,46.90145476,7.649999531,38.92968588,680.2499717,85.83114064,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1454,an,8.976265603,7.649999531,87.63649382,680.2499717,96.61275943,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1455,organised,35.61499443,7.649999531,98.4175603,680.2499717,134.0325547,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1456,sales,17.73509131,7.649999531,135.8379079,680.2499717,153.5729992,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1457,"floor,",19.02374879,7.649999531,155.3794606,680.2499717,174.4032093,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1458,contributing,45.55901977,7.649999531,176.2118267,680.2499717,221.7708465,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1459,to,7.175979091,7.649999531,223.5761971,680.2499717,230.7521762,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1460,a,3.985649915,7.649999531,232.5576916,680.2499717,236.5433415,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1461,significant,38.65396015,7.649999531,238.3493631,680.2499717,277.0033232,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1462,improvement,49.06762542,7.649999531,278.8106347,680.2499717,327.8782601,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1463,in,7.379345644,7.649999531,329.6855944,680.2499717,337.0649401,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1464,customer,34.08523965,7.649999531,338.8697524,680.2499717,372.954992,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1465,satisfaction,42.09911655,7.649999531,374.7617644,680.2499717,416.860881,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1466,ratings,25.62351493,7.649999531,418.6656933,680.2499717,444.2892082,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1467,due,13.10460388,7.649999531,446.0957153,680.2499717,459.2003191,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1468,to,7.176001966,7.649999531,461.0064507,680.2499717,468.1824527,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1469,product,28.15169461,7.649999531,469.9879567,680.2499717,498.1396513,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1470,availability,39.52670867,7.649999531,499.9469856,680.2499717,539.4736943,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1471,and,13.49517951,7.649999531,541.2791982,680.2499717,554.7743777,672.5999721,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1472,display,25.62831742,7.649999531,44.17968566,694.4999711,69.80800308,686.8499715,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1473,enhancements.,55.16413191,7.649999531,71.61351849,694.4999711,126.7776504,686.8499715,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1474,•Collaborated,50.62979086,7.649999531,38.92968588,708.7499705,89.55947674,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1475,with,16.62075879,7.649999531,91.36482992,708.7499705,107.9855887,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1476,the,11.79427834,7.649999531,109.7903204,708.7499705,121.5845988,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1477,store,17.77653984,7.649999531,123.3907303,708.7499705,141.1672701,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1478,management,48.00992813,7.649999531,142.9734017,708.7499705,190.9833298,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1479,in,7.379357119,7.649999531,192.7906413,708.7499705,200.1699984,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1480,optimising,39.68372626,7.649999531,201.9747993,708.7499705,241.6585255,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1481,stock,19.49338189,7.649999531,243.4638875,708.7499705,262.9572694,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1482,levels,20.26761155,7.649999531,264.7623256,708.7499705,285.0299371,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1483,and,13.49517951,7.649999531,286.8363984,708.7499705,300.331578,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1484,made,20.08089907,7.649999531,302.1369425,708.7499705,322.2178416,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1485,timely,23.32086819,7.649999531,324.0239731,708.7499705,347.3448413,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1486,fulfilment,36.56049236,7.649999531,349.1503682,708.7499705,385.7108605,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1487,of,7.12063416,7.649999531,387.5181719,708.7499705,394.6388061,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1488,customers',39.67657527,7.649999531,396.4462798,708.7499705,436.122855,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1489,orders.,24.66609771,7.649999531,437.9309963,708.7499705,462.597094,701.0999709,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1490,Customer,43.08056852,8.999999625,39.67968585,731.2499695,82.76025437,722.2499699,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1491,Service,32.59239131,8.999999625,84.89329934,731.2499695,117.4856906,722.2499699,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1492,Team,25.04486309,8.999999625,119.6187465,731.2499695,144.6636096,722.2499699,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1493,Member,37.64793257,8.999999625,146.7966896,731.2499695,184.4446222,722.2499699,DAAAAA+MerriweatherLight18pt-Regular,8.999999625,0
1494,KFC,15.59977003,7.649999531,39.67968585,743.999969,55.27945588,736.3499695,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1495,April,18.78703059,7.649999531,449.3906063,742.4999691,468.1776369,734.8499695,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1496,2019,17.05782449,7.649999531,469.9854732,742.4999691,487.0432977,734.8499695,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1497,-,4.406399906,7.649999531,488.8484256,742.4999691,493.2548255,734.8499695,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1498,July,14.52441789,7.649999531,495.0603356,742.4999691,509.5847535,734.8499695,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1499,"2023,",20.01033633,8.3999995,511.3901041,742.4999691,531.4004404,734.0999696,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1500,PRESTON,37.03431668,7.649999531,535.2890402,742.4999691,572.3233569,734.8499695,FAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1501,•Recognised,46.90550604,7.649999531,38.92968588,45.74999809,85.83519192,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1502,as,7.637511806,7.649999531,87.6405451,45.74999809,95.2780569,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1503,Employee,35.56061192,7.649999531,97.08451823,45.74999809,132.6451302,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1504,of,7.12063416,7.649999531,134.4512617,45.74999809,141.5718959,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1505,the,11.79427834,7.649999531,143.3793696,45.74999809,155.1736479,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1506,Month,24.47515911,7.649999531,156.9797794,45.74999809,181.4549385,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1507,based,20.84213727,7.649999531,183.2596703,45.74999809,204.1018075,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1508,on,9.388859411,7.649999531,205.9071607,45.74999809,215.2960201,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1509,excellent,32.0597601,7.649999531,217.100821,45.74999809,249.1605811,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1510,customer,34.08526252,7.649999531,250.9678696,45.74999809,285.0531321,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1511,service,25.33762807,7.649999531,286.8599046,45.74999809,312.1975326,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1512,and,13.49520238,7.649999531,314.0036642,45.74999809,327.4988666,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1513,positive,28.36314827,7.649999531,329.3042312,45.74999809,357.6673794,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1514,customer,34.08526252,7.649999531,359.473511,45.74999809,393.5587735,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1515,feedback.,34.25203489,7.649999531,395.3655459,45.74999809,429.6175808,38.09999856,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1516,•Mentored,40.16917049,7.649999531,38.92968588,59.9999975,79.09885637,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1517,and,13.49519091,7.649999531,80.90420955,59.9999975,94.39940046,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1518,trained,26.24014355,7.649999531,96.20475364,59.9999975,122.4448972,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1519,new,15.35041967,7.649999531,124.2502504,59.9999975,139.60067,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1520,hires,18.17004689,7.649999531,141.4037989,59.9999975,159.5738458,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1521,to,7.175979091,7.649999531,161.3803071,59.9999975,168.5562862,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1522,improve,29.90990868,7.649999531,170.3618016,59.9999975,200.2717103,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1523,their,17.54328624,7.649999531,202.0778419,59.9999975,219.6211281,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1524,onboarding,41.97206377,7.649999531,221.4279005,59.9999975,263.3999643,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1525,process,27.21289319,7.649999531,265.2053262,59.9999975,292.4182194,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1526,and,13.49520238,7.649999531,294.2246808,59.9999975,307.7198831,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1527,team,18.21684427,7.649999531,309.5252249,59.9999975,327.7420691,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1528,performance.,48.3181964,7.649999531,329.5437787,59.9999975,377.8619751,52.34999797,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1529,•Operated,38.18357475,7.649999531,38.92968588,74.24999691,77.11326063,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1530,cash,16.36475447,7.649999531,78.91861381,74.24999691,95.28336828,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1531,registers,31.25837952,7.649999531,97.0881,74.24999691,128.3464795,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1532,with,16.62075879,7.649999531,130.1529409,74.24999691,146.7736996,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1533,100%,20.50520945,7.649999531,148.5784314,74.24999691,169.0836408,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1534,accuracy,31.75988989,7.649999531,170.8850481,74.24999691,202.644938,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1535,in,7.379357119,7.649999531,204.4504534,74.24999691,211.8298105,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1536,all,8.644533887,7.649999531,213.6346114,74.24999691,222.2791453,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1537,transactions,45.21098136,7.649999531,224.0872209,74.24999691,269.2982023,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1538,and,13.49520238,7.649999531,271.1046636,74.24999691,284.599866,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1539,managed,33.51778452,7.649999531,286.4052306,74.24999691,319.9230151,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1540,"cash,",18.20226895,7.649999531,321.7283797,74.24999691,339.9306486,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1541,"credit,",22.63005659,7.649999531,341.739266,74.24999691,364.3693226,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1542,and,13.49520238,7.649999531,366.1779399,74.24999691,379.6731422,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1543,debit,18.14635445,7.649999531,381.478484,74.24999691,399.6248384,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1544,payments.,37.65177679,7.649999531,401.4321499,74.24999691,439.0839267,66.59999738,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1545,•Ensuring,38.41596127,7.649999531,38.92968588,88.49999631,77.34564714,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1546,health,23.05039264,7.649999531,79.1509977,88.49999631,102.2013903,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1547,and,13.49519091,7.649999531,104.0061221,88.49999631,117.501313,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1548,safety,21.80074966,7.649999531,119.3066662,88.49999631,141.1074158,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1549,regulations,40.92020237,7.649999531,142.9129312,88.49999631,183.8331336,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1550,were,17.29924106,7.649999531,185.6395949,88.49999631,202.938836,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1551,met,14.34135426,7.649999531,204.7449675,88.49999631,219.0863218,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1552,while,19.84754265,7.649999531,220.8936332,88.49999631,240.7411759,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1553,helping,27.46596862,7.649999531,242.5473074,88.49999631,270.013276,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1554,to,7.175979091,7.649999531,271.8186151,88.49999631,278.9945942,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1555,clean,18.94735371,7.649999531,280.8000981,88.49999631,299.7474518,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1556,and,13.49517951,7.649999531,301.5522641,88.49999631,315.0474436,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1557,keep,17.13987733,7.649999531,316.8527853,88.49999631,333.9926626,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1558,the,11.79425546,7.649999531,335.7979749,88.49999631,347.5922304,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1559,kitchen,27.47782508,7.649999531,349.3983619,88.49999631,376.876187,80.84999678,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
